as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,-0.25,2058000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,-0.35,2954000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,-0.52,3169000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,-0.06,2511000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,-0.17,2350000.0,2025-08-14 00:00:00+00:00
