as_of,eps,revenue,available_at
2024-06-30 00:00:00+00:00,2.27,44767000.0,2024-08-14 00:00:00+00:00
2024-09-30 00:00:00+00:00,1.47,41109000.0,2024-11-14 00:00:00+00:00
2024-12-31 00:00:00+00:00,1.1,31519000.0,2025-02-14 00:00:00+00:00
2025-03-31 00:00:00+00:00,,30787000.0,2025-05-15 00:00:00+00:00
2025-06-30 00:00:00+00:00,2.16,46998000.0,2025-08-14 00:00:00+00:00
